timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,is_anomaly
2024-01-01 00:00:00,20.248357076505616,24.66075263475639,30.17414312383341,34.009714016219796,39.7640712258493,0
2024-01-01 01:00:00,20.782607423279625,25.698989842338392,30.99340137013305,35.324246750396775,41.35809080937301,0
2024-01-01 02:00:00,21.974304556233196,26.35176975666028,31.182200364280103,36.35694608403656,41.55136686353169,0
2024-01-01 03:00:00,23.10826437398527,27.40195846925432,32.636541556663126,37.42158390124361,42.392034078140085,0
2024-01-01 04:00:00,22.781084256364,28.496750209456625,32.15311960593736,38.410242107029106,43.256856247044524,0
2024-01-01 05:00:00,23.155032464743446,27.886579864647434,32.94500878033787,38.619168914903916,43.24261923979356,0
2024-01-01 06:00:00,24.237648575696326,28.94845241682684,32.448498261493725,37.85837976871889,42.539118238777704,0
2024-01-01 07:00:00,42.55161177523113,28.028079882933806,34.19822917758866,38.23305978802442,43.93920967138402,1
2024-01-01 08:00:00,22.95684976724765,27.767773353966685,33.07581221324248,38.229774754566414,43.819051375172656,0
2024-01-01 09:00:00,23.057658939307963,28.195676226686587,33.86982093492313,37.655275355291735,41.87082087171476,0
2024-01-01 10:00:00,22.003973702376562,27.6966507377866,32.63715751204254,37.101034935848645,41.714036945952024,0
2024-01-01 11:00:00,21.34887685721692,27.007446702383376,31.80579084067756,35.720370071674914,42.593681542744804,0
2024-01-01 12:00:00,20.994749214078137,25.215869374186052,40.885809765641646,35.2974010027253,58.86066097390908,1
2024-01-01 13:00:00,19.20794064897467,24.931605282267544,29.64140575345986,34.96311084673393,40.16635640793875,0
2024-01-01 14:00:00,18.64454178381349,24.91849499607167,29.76848648701848,32.96038786259743,39.29380899654522,0
2024-01-01 15:00:00,18.66910079492555,23.971015479827987,28.91448755490955,34.27056671955097,38.43489323411772,0
2024-01-01 16:00:00,18.030149144686725,22.999718281755204,27.866929547111287,32.8502251549984,38.43935588370074,0
2024-01-01 17:00:00,18.455487408662446,23.52752271192753,27.53993453411065,33.64178280899738,38.785575111947665,0
2024-01-01 18:00:00,17.80196846604687,22.89857687431174,27.776628639235682,33.55543850604293,38.24814152411698,0
2024-01-01 19:00:00,17.7101464431164,24.313560717980153,29.32678190641716,33.14445177222785,38.721440336730566,0
2024-01-01 20:00:00,19.50509464874931,24.544690995497664,29.878909223294187,34.27254442713931,39.65512383854182,0
2024-01-01 21:00:00,19.190506118675195,24.605442982096246,29.405888842572917,34.67499294138093,39.013155178695364,0
2024-01-01 22:00:00,20.010868946113625,25.65760819615455,30.051576241890306,34.822624108352336,40.12854229409888,0
2024-01-01 23:00:00,20.038613367991626,25.783383136160044,30.582827275183593,35.540107653502496,41.25318424156619,0
2024-01-02 00:00:00,21.30347280279348,26.95838291224358,31.10842149090132,37.12428055788825,41.10921234832277,0
2024-01-02 01:00:00,22.453615239820845,28.13701409261695,33.08574347376953,37.51416086466975,42.48718035899881,0
2024-01-02 02:00:00,22.58998206005085,28.288228189659158,34.102267045710576,38.68782743294608,44.10164111107519,0
2024-01-02 03:00:00,24.01611910132406,28.70067650639408,33.38156054923158,37.63378305497486,43.65814490192132,0
2024-01-02 04:00:00,24.043809074102807,28.49181743997365,34.3027092298499,39.39337096757194,44.878301688064106,0
2024-01-02 05:00:00,24.534662841124803,29.638942953160694,34.45557656566635,38.89180517253675,44.609941277416546,0
2024-01-02 06:00:00,24.516085929840152,30.228650828236006,34.606819698522365,39.80404498221147,45.71673274461335,0
2024-01-02 07:00:00,25.672542633016644,30.219220254545988,35.339357668477106,40.10331364493511,43.92366959634362,0
2024-01-02 08:00:00,24.469076696432776,29.728007841660947,33.81984453611868,40.34539538167629,44.50830340430688,0
2024-01-02 09:00:00,23.49673318986344,28.75493910686027,34.258823499809544,38.5565052901228,43.28616130676845,0
2024-01-02 10:00:00,23.839419767793892,27.4397365272685,33.792266365395236,38.16529490909131,43.07770890360185,0
2024-01-02 11:00:00,22.115388713075205,27.47820298905835,32.65473495125981,37.678044084522945,42.372401145413114,0
2024-01-02 12:00:00,22.072289422046044,26.81568518901669,32.41439153803705,36.480592073812716,41.834379470976735,0
2024-01-02 13:00:00,20.227342599404146,20.129975899498255,31.281003581612758,36.696457525738666,48.89796956854732,1
2024-01-02 14:00:00,19.832570528191066,25.805941731129245,31.10522851321834,35.46161627995747,40.46079377386052,0
2024-01-02 15:00:00,19.984036644356426,25.878444231929286,29.124503373958937,34.94658453810989,40.115839278662456,0
2024-01-02 16:00:00,19.78556667320677,24.47809798412961,29.24194575270563,34.726419946596145,38.65038181689828,0
2024-01-02 17:00:00,32.877889685212054,43.26147621089162,29.0854194094891,47.58188721353949,49.02231438218753,1
2024-01-02 18:00:00,18.9631779590159,23.891391193707978,27.684898407974348,33.612232536122086,40.29149816659153,1
2024-01-02 19:00:00,18.971774233129967,24.18451846437847,28.579349714135343,34.23288026966702,39.28694465035754,0
2024-01-02 20:00:00,18.679072588045354,24.004186703054867,29.011533956049675,34.27437151925564,38.50946298113818,0
2024-01-02 21:00:00,19.528684222254512,24.948705605824895,30.36270932386354,35.36878969468502,39.18837339407198,0
2024-01-02 22:00:00,20.270344567200382,25.726070120846178,30.147242279522978,36.56739004464771,40.61361607536671,0
2024-01-02 23:00:00,21.740739274503493,26.31702119318128,30.80313866774105,36.33501055471604,41.26251118068115,0
2024-01-03 00:00:00,22.145667369387905,27.202629191606064,32.382601114931774,37.06005857123243,41.68013682375323,0
2024-01-03 01:00:00,21.851291160449353,27.949685042804987,31.923855915235695,38.751886361332,43.82946871657471,0
2024-01-03 02:00:00,23.5981900965197,27.550199770699084,32.40052607810052,39.18876276658343,44.74551252225663,0
2024-01-03 03:00:00,23.842048414223243,29.3530246336291,33.853793404396725,40.3290409626621,43.90239787450654,0
2024-01-03 04:00:00,24.14736530874877,29.150318886070522,33.76197292486257,41.06667114812294,44.92230474186512,0
2024-01-03 05:00:00,25.06324278529262,29.209485059370206,34.052564993542354,40.24826891321589,45.21898772653268,0
2024-01-03 06:00:00,25.344440197322843,29.27671452214737,35.11565733191886,41.87863684460375,45.35687700581366,0
2024-01-03 07:00:00,25.15915107570955,29.910281821387716,35.13149793510774,40.95551276726507,44.37346835526449,0
2024-01-03 08:00:00,23.938521057590904,29.246842355589795,34.75256192712828,41.335856154402755,45.32785442781249,0
2024-01-03 09:00:00,23.688665404375634,28.002287200308537,34.39765992245486,40.64454504295654,43.80897299418404,0
2024-01-03 10:00:00,23.3471121646238,28.420499356518157,33.80204760892942,40.17853086779603,43.39247648943458,0
2024-01-03 11:00:00,22.90292820869711,26.695351579736517,31.35086054072247,40.677227849102714,42.41617740025009,0
2024-01-03 12:00:00,21.354078846313453,26.663576644495205,31.818871945200833,39.31045726768334,41.523822879086715,0
2024-01-03 13:00:00,20.677159872956466,25.889238824124902,30.505185261503595,38.921555412706226,40.909191591257304,0
2024-01-03 14:00:00,19.443939356966673,25.43989538481721,29.623394720974467,37.91386367890374,39.404164057072926,0
2024-01-03 15:00:00,18.72629305708815,25.215238762361913,29.60460368523284,37.617753622180274,38.33881985954165,0
2024-01-03 16:00:00,19.200535375705655,23.111934301558286,27.92912472456068,37.12837641919624,38.687582226501696,0
2024-01-03 17:00:00,19.117420608299483,23.413063665982545,27.563746291077912,36.83400774786507,37.999086775552435,0
2024-01-03 18:00:00,18.243977843257333,23.14181525652539,28.59676927608836,37.24310424802906,38.55373474304082,0
2024-01-03 19:00:00,18.825132691560846,23.540241085595316,28.567259251370285,36.953226666827824,38.540261321970654,0
2024-01-03 20:00:00,18.74338531763778,23.67040169058077,28.630933633049718,38.398813596405304,38.56930731496231,0
2024-01-03 21:00:00,18.6546873825135,23.800974138447753,28.537290557454497,38.29324935929641,39.718034655093255,0
2024-01-03 22:00:00,19.715701303104243,24.31455240604461,29.9069183176411,37.94303377244595,39.53188966091855,0
2024-01-03 23:00:00,20.962601954826585,24.635358244001576,30.533735117623838,39.2251737459595,39.46450825012065,0
2024-01-04 00:00:00,20.885858059040174,26.397701869798404,30.946423336118876,40.36423911508951,40.79194895776794,0
2024-01-04 01:00:00,22.39506666221908,26.84234692511184,31.02408431367719,41.03898679680875,42.198228717739575,0
2024-01-04 02:00:00,20.95781319705795,27.726569848000388,32.055061576238074,42.15718031112121,41.325558412622556,0
2024-01-04 03:00:00,23.230333470032626,27.66418414960726,33.23829905660724,42.90601273068589,42.77236405432003,0
2024-01-04 04:00:00,23.269113894674245,27.897172626207944,33.88918597195606,42.37598333597125,43.51332137783464,0
2024-01-04 05:00:00,23.30441574422435,27.91476188614267,33.290651117769116,44.06670896802274,44.78004058672118,0
